Name	ItemGenre	DetailType	ParticularType	Image	ObjDrop	Width	Height	Descript	Series	Price	Level	Stack	Magic1	Min1	Max1	Magic2	Min2	Max2	Magic3	Min3	Max3	Magic4	Min4	Max4	Magic5	Min5	Max5	Magic6	Min6	Max6	Magic7	Min7	Max7	Require1	Data1	Require2	Data2	Require3	Data3	Require4	Data4	Require5	Data5	Require6	Data6	DefMagic1	DefMagic2	DefMagic3	DefMagic4	DefMagic5	DefMagic6	Group	NeedToActive	TotalSetNum	ExpandMagic1	ExpandMagic2
Kim ¤ LÞch HuyÕt B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	1									2197	1814	1997	2117	2239	2214	203	7	10	2357	130
Kim ¤ LÞch HuyÕt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									1875	1794	1895	1937	2177	2214	203	7	10	2357	2194
Kim ¤ LÞch HuyÕt Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	120	39	1									1874	1834	1894	2137	2254	2214	203	7	10	2477	2194
Kim ¤ LÞch HuyÕt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	120	39	1									1874	1854	1894	2097	2254	2214	203	7	10	130	0
Kim ¤ V« ý Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	4									1874	1854	1895	2097	1917	2214	204	7	10	2479	2194
Kim ¤ V« ý Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1875	1774	1894	1937	2254	2214	204	7	10	2347	2194
Kim ¤ V« ý Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	4									1874	1814	1895	2117	2254	2214	204	7	10	130	0
Kim ¤ V« ý Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1875	1794	1894	1937	2254	2214	204	7	10	2347	2654
Kim ¤ V« ý Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1875	1834	1895	2137	2254	2214	204	7	10	2480	2194
Kim ¤ V« ý Sa Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1875	1854	1895	2097	2156	2214	204	7	10	2347	2194
Kim ¤ V« ý Tr­êng KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword25.spr	9	1	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(7)	0	99999	10	0	28	46	46	29	86	86	167	-30	-30	31	99	99										36	120	39	4									2271	1774	1997	1937	2254	2214	204	7	10	2347	130
Kim ¤ V« ý ?Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1875	1814	1895	2117	2177	2214	204	7	10	2347	2194
Kim ¤ V« ý H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	4									1874	1794	1894	1937	2254	2214	204	7	10	2481	2194
Kim ¤ V« ý H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	4									1874	1834	1894	2137	2254	2214	204	7	10	130	0
Kim ¤ Ng­ng S­¬ng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	4									1874	1854	1895	2097	1917	2214	205	7	10	2483	2194
Kim ¤ Ng­ng S­¬ng Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	4									1875	1774	1894	1937	2254	2214	205	7	10	2347	2194
Kim ¤ Ng­ng S­¬ng Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	4									1874	1814	1895	2117	2254	2214	205	7	10	130	0
Kim ¤ Ng­ng S­¬ng Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	4									1875	1794	1894	1937	2254	2214	205	7	10	2347	2194
Kim ¤ Ng­ng S­¬ng Thóc Yªu	0	6	1	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	4									1875	1834	1895	2137	2254	2214	205	7	10	2484	2194
Kim ¤ Ng­ng S­¬ng Sam	0	2	10	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	4									1875	1854	1895	2097	2156	2214	205	7	10	2347	2194
Kim ¤ Ng­ng S­¬ng TriÒn Thñ 	0	0	6	\spr\item\equip\closeweapon\obj-glove02.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(7)	0	99999	10	0	28	60	60	29	100	100	167	-30	-30	31	99	99										36	120	39	4									2277	1774	2037	1937	2254	2214	205	7	10	2347	130
Kim ¤ Ng­ng S­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	4									1875	1814	1895	2117	2177	2214	205	7	10	2347	2655
Kim ¤ Ng­ng S­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	4									1874	1794	1894	1937	2254	2214	205	7	10	2485	2194
Kim ¤ Ng­ng S­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	4									1874	1834	1894	2137	2254	2214	205	7	10	130	0
Kim ¤ §inh H­¬ng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	5									1874	1774	1895	1937	1917	2214	206	7	10	2487	2194
Kim ¤ §inh H­¬ng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	5									1875	1814	1894	2117	2254	2214	206	7	10	2347	2194
Kim ¤ §inh H­¬ng Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	5									1874	1794	1895	1937	2254	2214	206	7	10	130	0
Kim ¤ §inh H­¬ng Tô 	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	5									1875	1834	1894	2137	2254	2214	206	7	10	2347	2656
Kim ¤ §inh H­¬ng Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	5									1875	1854	1895	2097	2254	2214	206	7	10	2488	2194
Kim ¤ §inh H­¬ng Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	5									1875	1774	1895	1937	2155	2214	206	7	10	2347	2194
Kim ¤ §inh H­¬ng §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	5									2271	1814	1997	2117	2254	2214	206	7	10	2347	130
Kim ¤ §inh H­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	5									1875	1794	1895	1937	2177	2214	206	7	10	2347	2194
Kim ¤ §inh H­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	5									1874	1834	1894	2137	2254	2214	206	7	10	2489	2194
Kim ¤ §inh H­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	5									1874	1854	1894	2097	2254	2214	206	7	10	130	0
Kim ¤ Anh L¹c Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(1)	0	99999	10	0																						36	120	39	5									1874	1774	1895	1937	1917	2214	207	7	10	2491	2194
Kim ¤ Anh L¹c Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	5									1875	1814	1894	2117	2254	2214	207	7	10	2347	2194
Kim ¤ Anh L¹c Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(3)	1	99999	10	0																						36	120	39	5									1874	1794	1895	1937	2254	2214	207	7	10	130	0
Kim ¤ Anh L¹c Tô 	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	5									1875	1834	1894	2137	2254	2214	207	7	10	2492	2194
Kim ¤ Anh L¹c Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	5									1875	1854	1895	2097	2254	2214	207	7	10	2347	2657
Kim ¤ Anh L¹c Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	5									1875	1774	1895	1937	2155	2214	207	7	10	2347	2194
Kim ¤ Anh L¹c Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	120	39	5									2277	1814	2037	2117	2254	2214	207	7	10	2347	130
Kim ¤ Anh L¹c Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	5									1875	1794	1895	1937	2177	2214	207	7	10	2347	2194
Kim ¤ Anh L¹c H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(9)	3	99999	10	0																						36	120	39	5									1874	1834	1894	2137	2254	2214	207	7	10	2493	2194
Kim ¤ Anh L¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(10)	4	99999	10	0																						36	120	39	5									1874	1854	1894	2097	2254	2214	207	7	10	130	0
Kim ¤ U Minh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	120	39	3									1874	1774	1895	1937	1917	2214	208	7	10	2495	2194
Kim ¤ U Minh Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									1875	1814	1894	2117	2254	2214	208	7	10	2347	2194
Kim ¤ U Minh Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	120	39	3									1874	1794	1895	1937	2254	2214	208	7	10	130	0
Kim ¤ U Minh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									1875	1834	1894	2137	2254	2214	208	7	10	2347	2194
Kim ¤ U Minh Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									1875	1854	1895	2097	2254	2214	208	7	10	2496	2194
Kim ¤ U Minh Cèt Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									1875	1774	1895	1937	2155	2214	208	7	10	2347	2658
Kim ¤ U Minh TriÒn Thñ 	0	0	6	\spr\item\equip\closeweapon\obj-glove03.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									2276	1814	2017	2117	2254	2214	208	7	10	2347	130
Kim ¤ U Minh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									1875	1794	1895	1937	2177	2214	208	7	10	2347	2194
Kim ¤ U Minh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	120	39	3									1874	1834	1894	2137	2254	2214	208	7	10	2497	2194
Kim ¤ U Minh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	120	39	3									1874	1854	1894	2097	2254	2214	208	7	10	130	0
Kim ¤ Man §µ Ch©u Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	120	39	3									1874	1774	1895	1937	1917	2214	209	7	10	2499	2194
Kim ¤ Man §µ Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	120	39	3									1875	1814	1894	2117	2254	2214	209	7	10	2347	2194
Kim ¤ Man §µ Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	120	39	3									1874	1794	1895	1937	2254	2214	209	7	10	130	0
Kim ¤ Man §µ Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	120	39	3									1875	1834	1894	2137	2254	2214	209	7	10	2347	2194
Kim ¤ Man §µ Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	120	39	3									1875	1854	1895	2097	2254	2214	209	7	10	2500	2194
Kim ¤ Man §µ BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	120	39	3									1875	1774	1895	1937	2155	2214	209	7	10	2347	2659
Kim ¤ Man §µ La §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	120	39	3									2270	1814	1997	2117	2239	2214	209	7	10	2347	130
Kim ¤ Man §µ Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	120	39	3									1875	1794	1895	1937	2177	2214	209	7	10	2347	2194
Kim ¤ Man §µ Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	120	39	3									1874	1834	1894	2137	2254	2214	209	7	10	2501	2194
Kim ¤ Man §µ H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	120	39	3									1874	1854	1894	2097	2254	2214	209	7	10	130	0
Kim ¤ TuyÖt T×nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	2									1874	1854	1895	2097	1917	2214	210	7	10	2503	2194
Kim ¤ TuyÖt T×nh Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1875	1774	1894	1937	2254	2214	210	7	10	2347	2194
Kim ¤ TuyÖt T×nh Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	2									1874	1814	1895	2117	2254	2214	210	7	10	130	0
Kim ¤ TuyÖt T×nh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1875	1794	1894	1937	2254	2214	210	7	10	2347	2194
Kim ¤ TuyÖt T×nh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1875	1834	1895	2137	2254	2214	210	7	10	2504	2194
Kim ¤ TuyÖt T×nh Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1875	1854	1895	2097	2155	2214	210	7	10	2347	2660
Kim ¤ TuyÖt T×nh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	120	39	2									2273	1774	1997	1937	2254	2214	210	7	10	2347	130
Kim ¤ TuyÖt T×nh Lý 	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1875	1814	1895	2117	2177	2214	210	7	10	2347	2194
Kim ¤ TuyÖt T×nh Béi	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	2									1874	1794	1894	1937	2254	2214	210	7	10	2505	2194
Kim ¤ TuyÖt T×nh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	2									1874	1834	1894	2137	2254	2214	210	7	10	130	0
Kim ¤ BÝch L¹c H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	2									1874	1854	1895	2097	1917	2214	211	7	10	2503	2194
Kim ¤ BÝch L¹c Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1875	1774	1894	1937	2254	2214	211	7	10	2347	2194
Kim ¤ BÝch L¹c Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	2									1874	1814	1895	2117	2254	2214	211	7	10	130	0
Kim ¤ BÝch L¹c Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1875	1794	1894	1937	2254	2214	211	7	10	2347	2194
Kim ¤ BÝch L¹c Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1875	1834	1895	2137	2254	2214	211	7	10	2504	2194
Kim ¤ BÝch L¹c Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1875	1854	1895	2097	2155	2214	211	7	10	2347	2194
Kim ¤ BÝch L¹c TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	120	39	2									2273	1774	1997	1937	2254	2214	211	7	10	2347	130
Kim ¤ BÝch L¹c Lý 	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	120	39	2									1875	1814	1895	2117	2177	2214	211	7	10	2347	2661
Kim ¤ BÝch L¹c Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(9)	1	99999	10	0																						36	120	39	2									1874	1794	1894	1937	2254	2214	211	7	10	2507	2194
Kim ¤ BÝch L¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(10)	3	99999	10	0																						36	120	39	2									1874	1834	1894	2137	2254	2214	211	7	10	130	0
Kim ¤ TÞch LÞch H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(1)	4	99999	10	0																						36	120	39	2									1874	1854	1895	2097	1917	2214	212	7	10	2503	2194
Kim ¤ TÞch LÞch Ph¸t Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	120	39	2									1875	1774	1894	1937	2254	2214	212	7	10	2347	2194
Kim ¤ TÞch LÞch Th­îng Giíi	0	3	1	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(3)	2	99999	10	0																						36	120	39	2									1874	1814	1895	2117	2254	2214	212	7	10	130	0
Kim ¤ TÞch LÞch Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	120	39	2									1875	1794	1894	1937	2254	2214	212	7	10	2347	2194
Kim ¤ TÞch LÞch Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	120	39	2									1875	1834	1895	2137	2254	2214	212	7	10	2504	2194
Kim ¤ TÞch LÞch Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	120	39	2									1875	1854	1895	2097	2155	2214	212	7	10	2347	2194
