STT	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	TempImg	PhysicalDamageBase
1301	<<Î´·­Òë>>	0	5	555	0			116				enemy097	0	0	0	0	0	40	39	33	12	24	15	390	1	390	1	354	1	355	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1302	<<Î´·­Òë>>	0	5	555	0			116				enemy078	0	0	0	0	0	40	39	33	12	24	15	302	1	339	1	342	1	351	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1303	<<Î´·­Òë>>	0	5	555	0			112				enemy061	0	0	0	0	0	40	39	33	12	24	15	625	1	625	1	328	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1304	<<Î´·­Òë>>	0	5	555	0			200				enemy101	0	0	0	0	0	40	39	33	12	24	15	628	1	628	1	336	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1305	<<Î´·­Òë>>	0	5	555	0			200				enemy110	0	0	0	0	0	40	39	33	12	24	15	364	1	361	1	361	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1306	<<Î´·­Òë>>	0	5	555	0			165				enemy075	0	0	0	0	0	40	39	33	12	24	15	624	1	624	1	357	1	359	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1307	<<Î´·­Òë>>	0	5	555	0			165				enemy048	0	0	0	0	0	40	39	33	12	24	15	368	1	368	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1308	<<Î´·­Òë>>	0	5	555	0			114				enemy066	0	0	0	0	0	40	39	33	12	24	15	181	1	181	1	372	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	12	18	18	400	50	800	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1	100		12		0
1309	<<Î´·­Òë>>	0	5	555	24			115				boss073	0	0	0	0	0	24	27	21	10	24	12	375	1	353	1	362	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1310	<<Î´·­Òë>>	0	5	555	24			165				boss069	0	0	0	0	0	37	38	20	11	10	10	325	1	324	1	40	1	323	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				18	18	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1311	<<Î´·­Òë>>	0	5	555	24			165				boss062	0	0	0	0	0	37	38	20	11	10	10	318	1	319	1	16	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1312	<<Î´·­Òë>>	0	5	555	24			165				enemy105	0	0	0	0	0	37	38	20	11	10	10	353	1	353	1	355	1	711	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1313	<<Î´·­Òë>>	0	5	555	24			263				boss063	0	0	0	0	0	28	30	28	11	16	13	302	1	351	1	339	1	342	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1314	<<Î´·­Òë>>	0	5	555	24			165				boss059	0	0	0	0	0	37	38	20	11	10	10	328	1	328	1	380	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1315	<<Î´·­Òë>>	0	5	555	24			165				boss070	0	0	0	0	0	37	38	20	11	10	10	336	1	336	1	337	1	337	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1316	<<Î´·­Òë>>	0	5	555	24			165				boss071	0	0	0	0	0	37	38	20	11	10	10	715	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1317	<<Î´·­Òë>>	0	5	555	24			165				enemy072	0	0	0	0	0	37	38	20	11	10	10	357	1	128	1	359	1	714	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1318	<<Î´·­Òë>>	0	5	555	24			165				boss067	0	0	0	0	0	37	38	20	11	10	10	368	1	716	1	365	1	365	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1319	<<Î´·­Òë>>	0	5	555	24			165				boss072	0	0	0	0	0	37	38	20	11	10	10	717	1	372	1	375	1	375	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1320	B×nh B×nh c« n­¬ng	3	6	555								enemy099	0	0	0	0	0	22	32																																												400		700																						100		36		0
1321	§inh §inh c« n­¬ng	3	6	555								enemy100	0	0	0	0	0	22	32																																												400		700																						100		36		0
1322	C©y gi¸ng sinh thÇn bÝ	0	5	555	25							enemy198	0	0	0	0	0	20	20				20	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		200		6		0
1323	A Hïng	0	5	555	24							enemy211	0	0	0	0	0	37	38	20	11	10	10	361	1	361	1	362	1	362	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1324	A S¬n	0	5	555	24							enemy212	0	0	0	0	0	37	38	20	11	10	10	318	1	318	1	318	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1325	B¨ng Nhi	3	5	555								enemy217	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1326	§«ng Nhi	3	5	555								enemy220	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1327	B¹ch Nhi	3	5	555								enemy218	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1328	TuyÕt Nhi	3	5	555								enemy196	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1329	Hoµng TuyÕt Nh©n	0	5	555	0			192				boss074	0	0	0	0	0	30	30	20	11	10	10	153	1	153	1	153	1	153	1		\script\npclevelscript\npc_mogaoku.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	75	90	75	75	1080	100		9		0
1330	Tö TuyÕt Nh©n	0	5	555	0			192				boss075	0	0	0	0	0	30	30	20	11	10	10	153	1	153	1	153	1	153	1		\script\npclevelscript\npc_mogaoku.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	75	90	75	75	1080	100		9		0
1331	Lôc TuyÕt Nh©n	0	5	555	3			192				boss076	0	0	0	0	0	30	30	20	11	10	10	153	1	153	1	153	1	153	1		\script\npclevelscript\npc_mogaoku.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	75	90	75	75	1080	100		9		0
1332	T©n Niªn HiÖp N÷ 	0	5	555	24							boss045	0	0	0	0	0	37	38	20	11	10	10	753	1	754	1	755	1	754	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1333	C©y §µo	3	5	555								passerby238	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1			100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		100		6		0
1334	C©y Mai	3	5	555								passerby239	0	0	0	0	0	19	19	20	11	10	10	1	1	1	1	1	1	1	1			100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		60		6		0
1335	<<Î´·­Òë>>	0	5	555	24							passerby219	0	0	0	0	0	37	38	20	11	10	10	753	1	754	1	755	1	754	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1336	<<Î´·­Òë>>	0	5	555	24							passerby220	0	0	0	0	0	37	38	20	11	10	10	753	1	754	1	755	1	754	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		3		0
1337	C«ng Thµnh ChiÕn Xa	0	5	555	16			126				enemy226	0	0	0	0	0	30	30	20	11	23	15	164	1	165	1	164	1	165	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				8	8	8	8	0	0	1000	9	50	25	25	25	25	30	50	0	0						80	80	80	80	80	810	100		6		0
1338	<<Î´·­Òë>>	0	1	555	0			143				enemy034	0	0	0	0	0	24	46	28	11	22	11	19	1	19	1	19	1	19	1		\script\npclevelscript\called_soldier1.lua	100				100					100				100				100				100				8	8	18	18	400	50	800	1	50	25	25	25	25	25	25	20	50						95	95	95	95	95	1080	100		6		0
1339	<<Î´·­Òë>>	0	5	555	0			97				ani055	0	0	0	0	0	30	31	22	8	21	13	53	1	53	1	53	1	53	1		\script\npclevelscript\task_killboss.lua	100				100					100				100				100				100				12	12	15	15	1500	100	1500	1	50	25	25	25	25	30	50	0	0						85	85	85	85	85	1080	100		6		0
1340	ThiÕt Ng­u §¹i V­¬ng	0	5	555	0			165				boss011	0	0	0	0	0	37	38	20	11	10	10	361	1	876	1	138	1	138	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1341	ËÎ¾üÔËÁ¸Ê¿±ø	0	5	555	0							passerby240	0	0	0	0	0	22	22	26	22	22	13	8	1	8	1	8	1	8	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				0	0	18	18	1800	100	1000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	30000	100		10		0
1342	½ð¾üÔËÁ¸Ê¿±ø	0	5	555	0							passerby241	0	0	0	0	0	24	24	20	24	24	11	8	1	8	1	8	1	8	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				0	0	18	18	1800	100	1000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	30000	100		10		0
1343	Háa Trô	0	5	555	0							enemy227	0	0	0	0	0	0	0				0	19	1	19	1	19	1	19	1		\script\npclevelscript\called_soldier1.lua	100				100					100				100				100				100				1	1	18	18	1	50	1000	1	80	25	25	25	25	25	25	20	50						75	75	75	75	75	1080	150		6		0
1344	B¨ng Trô	0	5	555	0							enemy228	0	0	0	0	0	0	0				0	19	1	19	1	19	1	19	1		\script\npclevelscript\called_soldier1.lua	100				100					100				100				100				100				1	1	18	18	1	50	1000	1	80	25	25	25	25	25	25	20	50						75	75	75	75	75	1080	150		6		0
1345	§éc Trô	0	5	555	0							enemy229	0	0	0	0	0	0	0				0	19	1	19	1	19	1	19	1		\script\npclevelscript\called_soldier1.lua	100				100					100				100				100				100				1	1	18	18	1	50	1000	1	80	25	25	25	25	25	25	20	50						75	75	75	75	75	1080	150		6		0
1346	L«i Trô	0	5	555	0							enemy230	0	0	0	0	0	0	0				0	19	1	19	1	19	1	19	1		\script\npclevelscript\called_soldier1.lua	100				100					100				100				100				100				1	1	18	18	1	50	1000	1	80	25	25	25	25	25	25	20	50						75	75	75	75	75	1080	150		6		0
1347	Kim Trô	0	5	555	0							enemy231	0	0	0	0	0	0	0				0	19	1	19	1	19	1	19	1		\script\npclevelscript\called_soldier1.lua	100				100					100				100				100				100				1	1	18	18	1	50	1000	1	80	25	25	25	25	25	25	20	50						75	75	75	75	75	1080	150		6		0
1348	ËÎ½ðÔËÁ¸³µ_¶Ô»°	3	6	555								passerby242	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		80		6		0
1349	ËÎ½ðÔËÁ¸³µ_Õ½¶·	0	1	555	0							passerby242	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		80		6		0
1350	ËÎ½ðÁ¸Ê³°ü_¶Ô»°	3	6	555								passerby243	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1		\script\npclevelscript\makeboss.lua	100				100					0				100				0				0				0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0						75	75	75	75	75		60		6		0
1351	GÊu ®en	0	5	555	1			68				ani026	0	0	0	0	0	14	16	26	12	21	12	53	1	53	1	53	1	53	1		\script\npclevelscript\newnpc.lua	100				100					100				100				100				100				6	6	18	18	400	50	700	1	50	25	25	25	25	30	50	0	0						75	75	90	75	75	810	100		9		0
1352	Chu Qu¶	3	6	555	0							passerby244	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1353	Nh©n s©m ngh×n n¨m	3	6	555	0							passerby245	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1354	§Çu qu¹.	3	6	555	0							passerby246	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1355	TÞnh Th«ng	0	5	555	24			165				boss062	0	0	0	0	0	24	33	20	11	10	10	271	1	271	1	11	1	11	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1356	Ng¹o Thiªn T­íng Qu©n	0	5	555	24			165				boss069	0	0	0	0	0	37	38	20	11	10	10	32	1	32	1	324	1	324	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1357	ÌÆÃÅÅÑÍ½	0	5	555	24			165				boss063	0	0	0	0	0	28	30	28	11	16	13	58	1	58	1	325	1	325	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1358	T©y V­¬ng Tµ §éc	0	5	555	24			263				enemy105	0	0	0	0	0	24	33	20	11	10	10	71	1	71	1	74	1	74	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1359	¶ëÃ¼ÅÑÍ½	0	5	555	24			165				boss059	0	0	0	0	0	37	38	20	11	10	10	88	1	88	1	372	1	372	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1360	Do·n Thanh V©n	0	5	555	24			165				boss070	0	0	0	0	0	28	30	28	11	16	13	108	1	108	1	111	1	111	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1361	H¾c Y S¸t Thñ	0	5	555	24			165				enemy072	0	0	0	0	0	24	33	20	11	10	10	128	1	128	1	125	1	125	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1362	ThËp Ph­¬ng C©u DiÖt	0	5	555	24			165				boss071	0	0	0	0	0	37	38	20	11	10	10	148	1	148	1	142	1	142	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1363	Îäµ±ÅÑÍ½	0	5	555	24			165				boss067	0	0	0	0	0	28	30	28	11	16	13	162	1	162	1	353	1	353	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1364	Thanh Y Tö	0	5	555	24			165				boss072	0	0	0	0	0	37	38	20	11	10	10	182	1	182	1	176	1	176	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1365	HuyÒn Nan §¹i S­	0	5	555	24			165				boss003	0	0	0	0	0	37	38	20	11	10	10	1055	20	1055	20	20	20	1055	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1366	§­êng Phi YÕn	0	5	555	24			263				boss037	0	0	0	0	0	28	30	28	11	16	13	1069	20	1069	20	1070	20	1071	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1440	100		3		0
1367	Tõ §¹i Nh¹c	0	5	555	24			165				boss026	0	0	0	0	0	37	38	20	11	10	10	1078	20	1078	20	1079	20	1079	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1368	Thanh Liªn Tö	0	5	555	24			165				boss040	0	0	0	0	0	37	38	20	11	10	10	1080	20	1080	20	1081	20	1081	20		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1369	<<Î´·­Òë>>	3	6	555	0							passerby247	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1370	<<Î´·­Òë>>	3	6	555	0							passerby248	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1371	<<Î´·­Òë>>	3	6	555	0							passerby249	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1372	<<Î´·­Òë>>	3	6	555	0							passerby250	0	0	0	0	0	24	40	32	13	24	12																																									400		700																					70		36		0
1373	H¾c Y ThÝch Kh¸ch	0	5	555	1			165				boss015	0	0	0	0	0	30	30	20	11	23	15	165	1	165	1	165	1	165	1		\script\npclevelscript\soldier5.lua	100				100					100				100				100				100				12	12	18	18	800	100	1000	1	80	25	25	25	25	30	50	20	50						85	85	85	85	85	1080	100		6		0
1374	¢n S­	3	6	555								passerby252	0	0	0	0	0	22	32																																												400		700																						100		36		0
1375	¼ýËþ	0	5	555	0							passerby251	0	0	0	0	0	24	40	32	13	24	12	8	1	8	1	8	1	8	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				0	0			800	100	1000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	30000	250		10		0
1376	TiÓu §¹o TÆc	0	5	555	0			115				enemy211	0	0	0	0	0	24	27	21	10	24	12	375	1	876	1	362	1	380	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	1080	100		3		0
1377	08ÂÌÑ©ÈË	0	5	555	0			131				boss076	0	0	0	0	0	37	38	20	11	10	10	8	1	8	1	8	1	8	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				0	0			800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		10		0
1378	08ºìÑ©ÈË	0	5	555	0			131				boss075	0	0	0	0	0	37	38	20	11	10	10	8	1	8	1	8	1	8	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				0	0			800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		10		0
1379	08³¬¼¶Ñ©ÈË	0	5	555	0			131				boss074	0	0	0	0	0	37	38	20	11	10	10	8	1	8	1	8	1	8	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				0	0			800	100	2000	1	50	25	25	25	25	30	50	0	0						75	75	75	75	75	1440	115		10		0
1380	µ·ÂÒµÄÔ³ºï	0	5	555	2			97				ani055	0	0	0	0	0	30	31	22	8	21	13	196	1	196	1	196	1	196	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				6	6	18	18	800	100	1000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	100		6		0
1381	·ßÅ­µÄ»ÆºÓÏó	0	5	555	24			66				ani024	0	0	0	0	0	38	38	38	12	24	16	416	1	321	1	372	1	20	1		\script\npclevelscript\makeboss.lua	100				100					100				100				100				100				12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0						95	95	95	95	95	810	148		6		0
